x_acc;y_acc;z_acc
9.79588;0.09457;1.05654
9.77192;-0.21205;1.60271
9.11556;0.14727;2.14888
9.05807;0.34849;1.81351
9.16826;0.49222;2.95855
8.86643;0.81322;4.43417
9.70964;0.27184;3.0927
9.49405;0.59762;1.93329
9.45572;0.67907;1.66978
9.64257;0.58804;2.00994
10.1217;0.41078;1.25297
9.56112;0.7174;1.25297
9.33116;0.91862;2.21595
9.75755;0.54971;2.93939
9.74797;0.54013;1.89975
9.52279;0.51139;1.73207
9.37427;0.40119;1.83268
9.3599;0.38682;1.80393
9.37907;0.37724;1.77998
9.43177;0.31975;2.02431
9.18743;0.30538;2.15367
9.40781;0.24788;2.52737
9.81504;0.0275;2.17283
9.47488;0.20956;1.97161
9.54675;0.20477;1.89975
8.95746;0.48743;2.16804
9.24013;0.29579;2.46508
9.53717;0.29579;2.63756
9.34553;0.18081;2.42676
9.40302;0.31975;2.192
8.9383;0.73177;1.76081
9.07724;0.84196;2.0339
9.21138;0.92341;2.10097
9.3599;0.79884;2.1393
9.61382;0.58325;2.45071
9.27845;1.0911;2.25428
9.19222;0.99527;2.51778
9.24971;0.93299;2.71421
9.15389;0.96174;2.89148
9.44614;0.94736;2.88669
9.43177;0.88987;2.88669
9.6761;0.89466;2.90106
10.0019;0.80364;3.10707
9.85816;0.87071;2.81961
9.66173;0.86113;3.05916
9.6809;0.88987;2.81003
9.58029;1.0384;2.75254
9.55154;1.0049;2.79566
9.53238;0.96653;3.14061
9.60424;0.84675;3.42807
9.7336;0.72698;3.72031
9.80067;0.71261;3.57179
9.66652;0.80843;3.26996
9.5707;0.93299;2.89627
9.47488;0.93778;2.49383
9.39344;0.85154;2.26386
9.26408;0.82759;2.23033
9.20659;0.84675;2.37885
9.20659;0.85154;2.57048
9.23534;0.86592;2.68068
9.31678;0.86113;2.73817
9.38386;0.84675;2.74296
9.46051;0.82759;2.72859
9.49405;0.82759;2.69026
9.518;0.82759;2.6663
9.50363;0.81801;2.67588
9.4653;0.80364;2.66151
9.44135;0.77489;2.66151
9.43656;0.74135;2.6663
9.4126;0.71261;2.64714
9.41739;0.70303;2.63756
9.42697;0.65512;2.61839
9.44614;0.63116;2.64714
9.49405;0.58804;2.67109
9.50363;0.54971;2.65672
9.50363;0.49222;2.64714
9.50363;0.45869;2.63756
9.49884;0.42515;2.62798
9.50363;0.40119;2.62798
9.52279;0.37245;2.65672
9.53238;0.35808;2.70463
9.55633;0.35329;2.70942
9.53717;0.39161;2.74775
9.518;0.40599;2.73817
9.50363;0.42036;2.74296
9.49884;0.47785;2.76212
9.42697;0.4539;2.72859
9.33595;0.37245;2.69026
9.29762;0.29579;2.65672
9.2545;0.26226;2.59444
9.24492;0.25268;2.5609
9.24492;0.28142;2.51778
9.26408;0.33412;2.49383
9.28325;0.42036;2.47946
9.33116;0.5018;2.5082
9.3599;0.56888;2.53216
9.39823;0.65991;2.61839
9.44614;0.75093;2.69984
9.47488;0.83238;2.80045
9.48447;0.88508;2.87231
9.50363;0.91862;2.96334
9.48926;0.92341;3.06395
9.47488;0.93299;3.10707
9.43656;0.94736;3.12144
9.4126;0.95695;3.1454
9.43656;0.89945;3.11186
8.60772;0.05145;2.92022
9.24492;0.54013;3.9407
10.9313;1.3498;3.39453
8.79936;1.3738;1.52126
8.63647;0.99048;2.51778
8.89039;0.6647;4.26169
8.96225;0.6647;3.85446
9.73839;0.58804;2.6136
9.5707;0.64074;2.93939
9.42697;0.67428;3.49514
9.16826;0.6647;3.33225
9.87733;0.55451;3.20289
9.29283;0.22393;2.54174
8.48795;0.39161;3.99819
8.42087;0.75573;3.84967
9.14431;0.41078;3.07353
9.58987;0.24788;2.97292
9.48926;0.26226;3.06395
9.70964;0.46348;3.06874
9.7336;0.57846;3.22205
9.69527;0.64553;3.23643
9.48447;0.54492;3.4089
9.49884;0.09457;3.52868
9.29762;0.37724;3.5143
9.22096;0.43473;3.42807
9.29283;0.29579;3.37057
9.15389;0.33412;3.42807
9.24492;0.30058;3.34183
9.4126;0.14727;3.09749
9.45093;0.1329;2.9346
9.34553;0.2383;2.95376
9.41739;0.23351;3.16935
9.43177;0.23351;3.24601
9.47968;0.16165;3.17894
9.52759;0.19518;3.11665
9.56591;0.24788;3.15977
9.46051;0.24788;3.04479
9.4653;0.20477;3.12144
9.38865;0.19997;3.12624
9.21138;0.15686;3.00646
9.20659;0.27663;3.18373
9.18264;0.31975;3.06395
9.05328;0.44431;3.01604
8.98142;0.57367;2.9346
9.03891;0.62637;2.85315
9.13473;0.64074;2.79566
9.19701;0.63595;2.75733
9.40302;0.65512;2.96813
9.47009;0.65032;3.08312
9.29762;0.86113;3.4616
9.49884;0.83238;3.43286
9.56112;0.78447;3.22685
9.60903;0.74614;3.24122
9.42218;0.73177;3.16456
9.5707;0.66949;2.61839
9.40781;0.59283;2.44592
9.16347;0.57367;2.76212
8.95267;0.5018;2.97772
9.10119;0.58804;3.26038
9.0964;0.77968;2.74775
9.24013;0.61679;2.70942
8.89997;0.68865;2.57527
9.27845;0.63116;3.23164
9.27845;0.63116;3.12624
9.32157;0.68386;3.26517
9.6761;0.64074;3.48556
10.0211;0.5593;3.41848
9.87733;0.59762;3.2508
9.59945;0.83717;3.16456
9.44614;0.63116;3.11186
9.24492;0.69823;3.52388
9.09161;0.86592;3.27955
8.97183;0.81322;2.91543
9.24971;0.5018;3.02562
9.06286;0.59762;3.24601
9.59945;0.64074;3.01604
9.38865;0.85154;3.26517
9.21138;0.8228;3.15977
8.83769;0.97611;3.15498
9.0437;0.77489;3.18373
9.02933;0.56888;2.92501
9.04849;0.6647;2.91064
9.24492;0.62637;2.68068
9.23534;0.55451;2.68068
9.0437;0.53534;2.80045
9.05328;0.46348;2.87231
9.45093;0.17602;2.75254
9.58508;0.32933;2.79087
9.65215;0.66949;2.99209
9.63299;0.46827;2.79087
9.49884;0.08978;2.7717
9.59945;1.1678;4.19941
9.40302;1.2109;3.93112
9.28804;0.69344;2.55132
9.42697;0.88987;2.5609
9.24492;0.76531;2.60881
9.19701;0.72698;2.83878
9.12994;0.61679;2.74296
9.06765;0.60721;2.80045
9.31199;0.5018;2.79087
9.43177;0.47785;2.70463
9.31199;0.52097;2.54653
9.06765;0.47306;2.43634
9.25929;0.34849;2.4028
8.97662;0.58325;2.25428
9.44614;1.0144;2.65193
10.3325;0.59283;2.81003
10.0881;0.73177;3.40411
9.79109;1.0001;3.54305
9.36469;0.92341;3.45681
9.43656;0.74135;3.44244
9.26408;0.65991;3.34183
8.97662;0.53534;2.88669
8.81852;0.46827;2.69984
8.80894;0.52576;2.60881
9.01495;0.46827;2.48904
9.25929;0.60241;2.47466
9.53717;0.80843;2.58965
9.71922;0.79884;2.70942
10.0642;0.80364;2.91543
9.71922;1.0336;3.24601
9.88212;0.86592;3.28434
9.88691;0.68386;3.15019
9.50363;0.76531;3.07353
9.24492;0.68865;2.89148
9.0437;0.73656;2.9873
9.11556;0.65512;2.85794
9.16826;0.65512;2.7765
9.15868;0.67428;2.91064
8.88081;0.86113;3.17414
9.00537;0.88987;3.26996
9.26408;0.91383;3.18852
9.36469;0.92341;2.95376
9.34553;0.90904;2.79566
9.4126;0.79405;2.81961
9.62819;0.67907;2.81003
9.63778;0.68865;2.69505
9.35511;0.74614;2.73338
9.46051;0.65512;2.719
9.7288;0.58325;2.65193
9.56591;0.6647;2.64714
9.50363;0.63116;2.73338
9.47488;0.56888;2.84836
9.49405;0.52097;2.92981
9.12994;0.46348;3.00167
9.43177;0.51618;3.22205
8.7802;0.62637;3.40411
9.64257;0.36766;3.05916
9.37427;0.24309;2.69505
9.17785;0.64553;3.15019
8.77061;0.90425;3.75864
10.596;0.38682;3.25559
8.36338;1.0384;2.86273
9.94919;0.77968;3.22685
9.18264;0.74614;3.49035
9.59945;0.75093;3.10228
9.06765;0.88029;3.03521
9.93961;0.59762;3.00167
9.65694;0.73656;2.8292
9.96835;0.68386;2.86273
9.76713;0.71261;3.03042
9.11077;0.92341;3.41369
9.48447;0.72698;3.44723
10.1217;0.54492;2.95855
10.0402;0.59283;2.67109
9.76234;0.63116;2.719
9.31678;0.75093;2.89148
9.10598;0.94257;2.96813
9.36948;1.0623;2.66151
8.98621;1.0911;3.04958
9.65215;0.74614;3.06395
9.59466;0.63116;2.99209
8.7275;1.1534;3.34662
8.50232;1.2971;3.85446
9.18743;1.1198;3.6772
9.88691;1.0767;2.87231
10.1648;0.94257;2.54174
9.41739;1.2971;3.26996
9.84858;0.84675;2.719
9.59466;0.51139;2.23991
8.50232;1.2779;2.84836
8.0903;1.4121;3.02562
8.00406;0.81801;2.04827
9.61382;0.84196;2.10576
8.96225;0.80843;3.14061
9.01016;0.90425;3.25559
8.98621;1.1055;3.11186
9.31199;1.0336;2.54653
10.0354;0.65512;2.11055
9.93482;0.83238;1.57876
8.86643;1.048;0.24687
9.50363;0.63595;-1.66472
11.2332;0.19039;9.19159
9.63778;1.6421;4.92284
9.97793;0.56888;3.42807
10.7589;0.73656;2.41717
10.2846;0.74135;2.49862
9.6761;0.5066;1.57396
8.66042;0.95215;1.64583
9.26408;0.76052;2.07702
9.2545;0.12811;1.6602
8.60772;0.51139;2.00515
8.74187;1.1869;3.05916
9.18743;0.72219;2.25428
9.64257;0.41078;2.23991
9.47488;1.3163;3.37536
9.90607;0.58804;2.19679
8.84248;0.95215;2.0339
10.1121;0.64553;2.26386
8.46878;1.0096;2.0339
9.15868;1.4504;2.9873
9.64736;-0.22642;1.48773
9.4126;1.3738;3.56221
10.8882;-0.01562;2.21595
9.75276;1.1678;2.719
9.45093;0.90425;1.2913
9.52759;0.79884;1.60271
9.07244;1.46;2.94418
9.56112;1.1438;3.03042
9.55633;0.51618;2.41238
8.88081;1.1534;2.58486
9.52759;0.80364;2.48425
9.05328;0.95695;2.40759
8.62209;1.7043;2.43634
8.74187;1.7139;2.38364
9.73839;0.67428;2.35968
9.52279;0.72219;2.39801
8.84248;1.4935;2.28782
8.92871;1.4217;2.28782
9.55633;0.5066;2.31656
9.34074;0.72698;2.46508
9.08682;1.0049;2.41717
9.6234;0.67428;2.64235
9.80546;0.31017;2.38843
9.45572;1.0863;2.71421
9.7288;1.1821;2.86752
10.0929;0.87071;2.65193
9.7336;1.1965;2.51299
9.80067;0.98569;2.44113
9.67131;0.85154;2.32615
9.08682;1.6373;2.4028
9.39344;1.2732;2.49862
9.6809;0.5593;2.23991
8.71791;1.1486;2.01473
9.03891;0.51618;1.99557
9.01974;0.62637;2.42676
8.81852;0.83238;2.28303
8.71791;1.024;2.27824
9.05328;0.95695;2.25428
9.39344;0.8228;2.36447
9.74797;0.73177;2.41238
9.35032;1.1342;2.45071
9.37907;0.88987;2.44113
9.40781;0.9809;2.51299
9.48447;0.71261;2.34052
9.39344;0.64074;2.2974
9.07244;0.5593;1.86621
9.18264;0.32454;1.99078
9.26408;0.56409;2.40759
10.0258;-0.90195;1.89975
9.01016;1.23;3.43286
10.8451;-0.5043;2.18721
8.90955;1.5319;2.76212
10.7972;-1.3236;1.45419
9.56112;0.57367;2.37885
9.71443;0.31496;2.23991
9.54196;0.44431;2.22074
9.61382;0.48264;2.16325
9.41739;0.52097;2.34052
9.43177;0.37724;2.34052
9.64736;0.15686;2.45071
9.60424;0.12332;2.80524
10.2223;-0.41327;2.79566
10.1552;-0.60012;2.46029
9.33595;0.00355;1.89017
9.37427;0.09457;2.00036
9.6234;0.08499;2.47466
9.63778;0.41557;2.74296
9.33595;0.61679;2.33573
9.58987;0.62158;2.61839
9.24971;0.63595;2.25907
9.37907;0.74135;2.72379
9.42218;0.82759;2.47946
9.33116;0.94257;2.36447
9.45093;0.92341;2.58007
9.45093;0.90904;2.87711
9.37427;0.82759;2.65193
9.27845;0.92341;2.45071
9.40781;0.94736;2.68068
9.40781;0.95695;2.6663
9.43656;0.94257;2.57527
9.48926;0.94736;2.56569
9.50842;0.94257;2.6136
9.54196;1.0096;2.74775
9.52759;0.95695;2.8292
9.55154;1.0049;2.80524
9.49884;1.0432;2.74296
9.46051;1.0623;2.719
9.48447;1.1007;2.84357
9.43177;1.1151;2.83878
9.40302;1.1342;2.78129
9.40781;1.1534;2.78129
9.43656;1.1534;2.81961
9.47488;1.1582;2.85315
9.48926;1.1246;2.87231
9.51321;1.0863;2.92501
9.48926;1.0671;2.91543
9.4653;1.048;2.92022
9.41739;1.0288;2.96334
9.35032;0.98569;2.94897
9.32157;1.0096;2.90106
9.27845;1.0432;2.90585
9.27366;1.0432;2.91064
9.24492;1.0528;2.85794
9.2545;1.0623;2.78129
9.26887;1.0719;2.72859
9.31199;1.0719;2.69505
9.35511;1.0719;2.67109
9.38386;1.0767;2.63277
9.39344;1.0767;2.57048
9.4126;1.0863;2.54174
9.40302;1.0576;2.54174
9.39823;1.0288;2.57527
9.36948;0.9809;2.58486
9.33116;0.93299;2.58486
9.30241;0.87071;2.55611
9.27845;0.83238;2.52737
9.27845;0.81322;2.48425
9.28804;0.78926;2.42676
9.33116;0.78447;2.39322
9.39344;0.78447;2.40759
9.43177;0.79884;2.43155
9.47968;0.81322;2.44592
9.50842;0.83717;2.47466
9.53717;0.84196;2.51778
9.53717;0.88029;2.58965
9.518;0.89945;2.67109
9.48926;0.93299;2.69984
9.45572;0.94257;2.69505
9.43656;0.92341;2.67109
9.39823;0.88987;2.68068
9.40302;0.86592;2.70942
9.40302;0.83238;2.73338
9.4126;0.77968;2.719
9.42697;0.76052;2.67588
9.43177;0.74614;2.63756
9.43177;0.73177;2.61839
9.41739;0.6647;2.60402
9.43177;0.62158;2.60402
9.46051;0.59283;2.62798
9.46051;0.59762;2.64714
9.46051;0.59762;2.69505
9.47968;0.60241;2.72859
9.48447;0.60721;2.7765
9.50363;0.62637;2.80524
9.48447;0.64553;2.81961
9.47009;0.68865;2.8292
9.42697;0.7174;2.84357
9.37427;0.75093;2.84836
9.35032;0.78447;2.87231
9.31678;0.80364;2.86752
9.30241;0.81801;2.86752
9.28804;0.8228;2.87231
9.31678;0.81801;2.8819
9.33595;0.83238;2.86752
9.35032;0.85634;2.86752
9.38386;0.87071;2.87231
9.39823;0.89466;2.92022
9.40781;0.91862;2.94897
9.40781;0.91862;2.98251
9.38386;0.91862;2.99209
9.3599;0.93299;3.02083
9.33116;0.9282;3.03521
9.31678;0.9282;3.04958
9.28804;0.92341;3.04
9.28325;0.91862;3.02562
9.29283;0.91383;3.02083
9.31199;0.90904;3.02083
9.33116;0.88987;3.02562
9.35511;0.88029;3.00167
9.37907;0.88029;2.97292
9.38865;0.86113;2.95855
9.38865;0.83717;2.94418
9.38865;0.81322;2.93939
9.38386;0.78926;2.92022
9.39344;0.75573;2.88669
9.40781;0.73656;2.87711
9.40781;0.73177;2.88669
9.43177;0.7174;2.89627
9.4653;0.69344;2.87711
9.48447;0.6647;2.85315
9.47488;0.64074;2.83399
9.47488;0.612;2.83878
9.47488;0.59283;2.83878
9.4653;0.56888;2.81961
9.48447;0.5593;2.80045
9.47488;0.52576;2.7765
9.48926;0.51139;2.78129
9.51321;0.48743;2.78129
9.52759;0.46348;2.7717
9.53717;0.43473;2.75254
9.54196;0.41557;2.75254
9.56591;0.40599;2.7717
9.57549;0.38203;2.78608
9.5707;0.34849;2.8244
9.53717;0.3437;2.8244
9.50363;0.33891;2.83399
9.47488;0.32933;2.8292
9.45572;0.32454;2.8244
9.46051;0.35808;2.81961
9.45572;0.37724;2.80524
9.47009;0.42036;2.76691
9.45572;0.4491;2.74775
9.4653;0.49222;2.73338
9.47488;0.53055;2.73817
9.45572;0.56888;2.76212
9.47488;0.57846;2.79087
9.47488;0.57846;2.81003
9.48447;0.60241;2.80524
9.49884;0.59762;2.81482
9.49405;0.59283;2.86752
9.50842;0.59762;2.91064
9.50842;0.59762;2.92981
9.49405;0.56888;2.94418
9.47968;0.57846;2.9346
9.44614;0.5593;2.92022
9.41739;0.55451;2.8819
9.38865;0.52576;2.8244
9.36469;0.52097;2.78608
9.32636;0.53055;2.74296
9.31199;0.51618;2.69984
9.3072;0.5018;2.62798
9.29762;0.49222;2.52737
9.28325;0.45869;2.45071
9.2545;0.43952;2.41717
9.24971;0.43473;2.4028
9.24971;0.41557;2.34052
9.28325;0.41078;2.33094
9.31678;0.42036;2.32135
9.33595;0.42036;2.30698
9.40781;0.42994;2.31656
9.45572;0.4491;2.31177
9.50363;0.46348;2.28303
9.52279;0.47306;2.28782
9.52279;0.48743;2.2974
9.49405;0.51139;2.26865
9.47488;0.51618;2.25428
9.21617;0.58804;2.23033
9.44614;0.74614;2.44113
9.81025;0.53534;2.24949
9.47968;0.31017;2.22074
9.2018;0.12811;2.23033
8.86643;0.45869;2.31177
9.37427;0.8755;2.32135
9.69048;0.61679;1.88538
9.47009;0.41557;2.46508
9.23055;0.79884;2.66151
9.35032;0.87071;1.99557
9.32157;0.85634;2.03869
9.59945;0.93299;2.86752
9.81504;1.1007;3.0927
9.2545;0.91383;2.06743
9.21138;1.1821;2.60402
9.01974;1.4504;2.29261
9.49405;1.5558;2.64235
9.87733;0.8228;2.08181
9.47009;1.0096;2.83399
9.06286;1.4121;2.76691
9.52759;1.2205;2.0866
9.51321;1.5606;2.0339
9.15389;1.8193;2.37885
10.2366;0.69823;2.90585
9.11077;1.575;2.5609
9.58987;1.0719;1.95724
9.53238;1.1773;2.00036
9.1491;1.3642;2.15846
9.41739;1.2636;2.42196
9.48447;1.23;2.719
9.70485;1.0623;2.90106
9.70485;0.81322;2.69505
9.54196;0.91383;2.38364
9.59945;0.75093;2.15367
9.58987;0.62637;2.10097
9.5707;0.5593;2.09139
9.55154;0.47785;2.02431
9.57549;0.33412;2.05306
9.58508;0.30058;2.10576
9.65694;0.25747;2.25428
9.65694;0.1856;2.32135
9.66652;0.16644;2.36447
9.66173;0.0275;2.4028
9.54196;0.00834;2.35968
9.51321;-0.02041;2.25907
9.40781;0.04187;2.19679
9.36469;0.10895;2.16804
9.40781;0.13769;2.16325
9.38865;0.19039;2.15846
8.7802;0.45869;2.19679
8.29631;0.58804;1.79914
8.64605;0.52576;2.15367
9.34553;0.47785;2.57048
10.0163;0.42994;2.74296
10.8882;0.17123;2.74775
10.9122;0.0275;2.8244
10.8068;-0.17851;2.75733
10.1983;0.04187;2.5609
9.00058;1.0096;2.2447
9.15389;0.72698;1.96682
9.18264;0.48264;2.05306
9.11556;0.6647;2.43155
9.21138;0.9809;2.86273
9.36469;1.0288;2.60881
9.63778;0.84675;2.34052
9.37907;0.94736;2.74775
9.36469;1.0049;2.93939
9.74797;0.82759;2.64235
9.54675;0.63116;2.50341
9.44135;0.72219;2.59444
9.58029;0.65512;2.5082
9.67131;0.53534;2.38364
9.47009;0.76531;2.53216
9.56591;0.62158;2.53695
9.52279;0.65991;2.56569
9.53717;0.60241;2.64714
9.47488;0.68865;2.68547
9.43177;0.76531;2.53695
9.36469;0.8228;2.4028
9.38865;0.80843;2.30219
9.29283;0.91862;2.20637
9.41739;0.77489;2.17763
9.44614;0.68865;2.23033
9.52759;0.62637;2.27344
9.51321;0.65032;2.31656
9.57549;0.63595;2.43634
9.56112;0.78447;2.47946
9.63299;0.85634;2.55611
9.63778;0.68386;2.23991
9.70006;0.47306;2.01473
9.34553;0.74614;1.9285
9.25929;0.65032;1.91412
9.49884;0.4491;2.15367
9.68569;0.42036;2.5609
9.49884;0.72219;2.74775
9.75755;0.53534;2.61839
9.6761;0.7174;2.38364
9.64257;0.84675;2.30219
10.1121;0.24309;2.22554
10.2319;-0.10186;2.60402
10.0498;0.15207;2.65193
9.28325;0.96653;2.54174
9.48447;0.73177;2.07222
9.24492;0.97132;2.10097
9.10119;0.90425;1.57876
9.40781;0.7701;2.06743
8.78499;1.1678;1.83268
9.00537;1.1678;1.74644
9.01974;1.1438;1.85184
9.00537;1.2396;1.79914
5.53672;5.2496;1.58834
11.1709;0.37724;2.42196
9.33116;1.9391;2.95376
10.6774;0.84675;3.19331
9.96356;0.43952;1.75602
8.49753;2.1834;2.72379
10.3708;0.49222;2.75254
10.6918;-0.34619;2.06264
8.89039;1.5175;2.34052
9.40781;1.4648;2.90106
10.2606;0.09936;2.76691
10.0019;-0.20247;2.00036
8.65084;1.5319;2.37885
9.22575;1.4121;2.36447
8.92392;1.3785;2.0866
10.069;-0.01562;2.52737
10.0258;-0.11623;2.48425
9.06286;1.0001;2.4028
9.01495;1.1678;2.24949
9.23534;1.0336;2.39801
9.4126;0.83238;2.58007
9.38865;0.88987;2.42196
9.839;0.41557;2.55611
9.86774;0.3964;2.50341
9.4653;0.89466;2.37405
9.92044;0.3437;2.2447
10.1983;-0.16414;2.32615
9.41739;0.7701;2.41238
9.85337;0.39161;2.36447
9.52759;0.73177;2.64235
9.19222;1.2923;2.49383
9.54196;0.81801;2.47466
9.6761;0.48743;2.53695
9.93961;0.03708;2.34531
9.71443;0.3437;2.42676
9.71443;0.54971;2.4028
9.66652;0.54492;2.39801
9.65215;0.54971;2.49862
9.7863;0.32933;2.49862
9.94919;-0.13539;2.42196
9.57549;0.16644;2.42196
9.13952;0.64553;2.4555
9.10119;0.56888;2.4028
9.07724;0.42515;2.38843
9.24492;0.00834;2.21595
9.04849;0.31975;2.27824
9.08682;0.68865;2.19679
9.17305;0.83238;2.11534
9.22096;0.93778;1.95245
9.32157;0.77968;1.77519
9.71443;-0.0779;1.90933
8.96225;0.72219;2.5609
9.15389;1.0911;2.5609
9.24492;1.575;2.58007
9.74318;1.2444;2.24949
10.1169;0.48264;2.14409
9.48926;1.2157;2.36926
9.84858;0.69344;2.30219
9.60424;0.93778;2.57527
10.0163;0.34849;2.52737
10.39;-0.91153;2.05785
8.38255;-0.43722;2.08181
7.40998;1.2205;2.69984
8.5119;0.75573;2.59444
8.7754;1.6229;2.84357
9.65215;2.0062;2.25907
10.0929;2.0205;2.25428
10.3852;1.2875;2.43155
9.81025;1.0815;2.7717
9.53238;0.78926;2.92981
9.13473;0.72219;2.81961
8.54065;0.92341;2.69505
8.41608;1.1055;2.66151
8.60293;0.91862;2.62318
8.67;0.97132;2.70942
9.29283;0.92341;2.83878
9.83421;0.83238;2.79087
9.90607;1.139;3.07833
9.95877;1.1486;2.91064
10.136;1.1678;2.8819
9.82462;1.5654;2.81482
9.80546;1.5654;2.33094
10.0019;1.3977;2.26865
9.9444;1.4887;2.64235
9.81025;1.4408;2.71421
9.6234;1.0815;2.38364
9.98273;0.57846;2.31656
9.07244;1.3163;2.8292
9.41739;0.46827;1.871
8.42087;1.5079;3.14061
9.32636;0.53534;2.60881
9.07724;0.75093;2.56569
8.66042;1.1678;3.03521
9.13952;1.2492;2.85315
10.1408;0.96653;2.49862
10.5001;0.79405;2.8244
9.92044;0.96174;2.58486
9.64257;1.1055;2.72859
9.74797;1.0815;2.89148
9.8917;0.8755;2.58486
9.70964;0.90904;2.33094
9.47009;1.0336;2.4555
9.20659;1.1007;2.46029
9.01495;1.1725;2.39801
8.94309;1.1821;2.44592
9.00537;1.1246;2.57527
9.05328;1.1246;2.57527
9.15389;1.0623;2.58486
9.22575;0.9809;2.6136
9.3072;0.85634;2.63756
9.3599;0.80364;2.69505
9.40781;0.79884;2.71421
9.47968;0.77968;2.69026
9.51321;0.78447;2.67588
9.50842;0.7701;2.68068
9.47968;0.77489;2.65193
9.46051;0.75573;2.64714
9.44135;0.77968;2.63756
9.4126;0.78447;2.60881
9.40302;0.81801;2.61839
9.40781;0.79884;2.64235
9.42218;0.79884;2.68068
9.43656;0.81322;2.69505
9.46051;0.81322;2.70463
9.54196;0.79405;2.75733
9.51321;1.0192;2.83878
9.6234;0.58325;2.74296
9.6761;0.81801;3.00646
9.63299;0.79405;2.9346
9.48447;0.85634;2.91064
9.48447;0.80843;2.93939
9.44614;0.80843;2.92022
9.38386;0.81801;2.91064
9.32636;0.85634;2.90106
9.30241;0.8755;2.91064
9.30241;0.89945;2.90585
9.31199;0.91862;2.90106
9.33595;0.93299;2.92022
9.35511;0.96174;2.9346
9.37907;0.97611;2.96334
9.4126;1.0001;3.00167
9.39344;0.99048;2.98251
9.35032;1.0049;2.97772
9.29283;0.99527;2.94418
9.23055;1.0096;2.91543
9.15389;1.0096;2.86273
9.10119;1.0096;2.81003
9.07724;1.0049;2.72379
9.07244;1.0336;2.68068
9.08682;1.0719;2.62318
9.13473;1.1198;2.57048
9.19701;1.139;2.54653
9.2545;1.1103;2.5609
9.26887;1.1055;2.57527
9.28804;1.0911;2.62318
9.28325;1.0815;2.66151
9.29762;1.0432;2.66151
9.3072;1.0001;2.62318
9.33116;0.95695;2.59444
9.33116;0.95215;2.57527
9.32157;0.92341;2.59444
9.32157;0.91862;2.58965
9.3599;0.90425;2.59444
9.37427;0.88987;2.57527
9.3599;0.90904;2.58486
9.37427;0.92341;2.57527
9.37907;0.93778;2.58007
9.44135;0.94257;2.57527
9.50842;0.91862;2.55611
9.51321;0.9282;2.57048
9.55633;0.95215;2.54653
9.60903;0.90904;2.48904
9.61382;0.90904;2.46987
9.61382;0.88508;2.47946
9.65215;0.83238;2.47466
9.60424;0.77489;2.49383
9.59945;0.67907;2.48904
9.55633;0.65032;2.47466
9.49405;0.612;2.49862
9.46051;0.60241;2.53695
9.39823;0.58804;2.58486
9.37907;0.56888;2.63277
9.38386;0.56409;2.62318
9.34553;0.57367;2.60881
9.33595;0.61679;2.59923
9.34553;0.65512;2.59923
9.37427;0.68865;2.62798
9.4126;0.71261;2.67588
9.44614;0.72698;2.71421
9.46051;0.7174;2.73817
9.47488;0.70782;2.719
9.47488;0.68865;2.73817
9.44135;0.64553;2.73817
9.44135;0.61679;2.79087
9.42697;0.57846;2.81482
9.43656;0.56888;2.81482
9.43656;0.58325;2.78129
9.42218;0.58325;2.70942
9.40302;0.57846;2.65193
9.39344;0.56888;2.60402
9.4126;0.53055;2.59444
9.44614;0.52576;2.65193
9.47488;0.52097;2.74296
9.518;0.54013;2.86273
9.57549;0.52576;2.95376
9.62819;0.51618;3.05437
9.64736;0.49222;3.10707
9.6234;0.49701;3.18852
9.58508;0.48264;3.22685
9.57549;0.42994;3.2508
9.55154;0.33891;3.26517
9.50842;0.27184;3.3035
9.43177;0.21914;3.33704
9.3599;0.16165;3.29392
9.3072;0.10895;3.23643
9.29762;0.03708;3.15498
9.3072;0.01792;3.07833
9.32157;0.01792;3.00646
9.33116;0.05625;2.95376
9.3599;0.11853;2.85794
9.38386;0.21435;2.719
9.4126;0.31975;2.63756
9.49405;0.41557;2.53695
9.56591;0.54492;2.43634
9.59945;0.64553;2.31656
9.66652;0.71261;2.17763
9.7336;0.76052;2.12972
9.80546;0.78926;2.12013
9.85816;0.79405;2.11534
9.94919;0.7701;2.10097
9.99231;0.72219;2.07222
10.0115;0.65991;2.08181
10.0211;0.59762;2.08181
9.97314;0.52097;2.04827
9.93482;0.47785;2.00036
9.82942;0.42515;1.94766
9.72401;0.34849;1.91412
9.60424;0.31496;1.88538
9.47968;0.26705;1.84705
9.34074;0.24309;1.82789
9.19701;0.22393;1.85184
9.10119;0.20477;1.96203
9.05807;0.19518;2.08181
9.05807;0.22872;2.19679
9.09161;0.27663;2.27824
9.15868;0.33412;2.32135
9.25929;0.42036;2.37405
9.34074;0.49222;2.39322
9.45572;0.53534;2.39322
9.54675;0.59762;2.41717
9.61382;0.62637;2.40759
9.64736;0.64553;2.43634
9.65694;0.61679;2.39322
9.64736;0.5593;2.33094
9.5707;0.52576;2.27824
9.47968;0.5066;2.20158
9.40302;0.48264;2.1393
9.35032;0.45869;2.11534
9.3072;0.46348;2.09618
9.28325;0.47785;2.06264
9.26408;0.4539;2.02431
9.22096;0.43952;1.99078
9.19701;0.4491;1.97161
9.18743;0.4491;1.99078
